datetime,open,high,low,close,volume
2025-01-06 06:10:00+00:00,1.02987,1.02993,1.02982,1.02992,3551.0
2025-01-06 06:15:00+00:00,1.02992,1.02993,1.0299,1.0299,2454.0
2025-01-06 06:20:00+00:00,1.0299,1.02996,1.02983,1.02984,2324.0
2025-01-06 06:25:00+00:00,1.02984,1.02987,1.0297,1.02973,2049.0
2025-01-06 06:30:00+00:00,1.02973,1.02988,1.02968,1.02982,3848.0
2025-01-06 06:35:00+00:00,1.02982,1.02984,1.02978,1.02982,1463.0
2025-01-06 06:40:00+00:00,1.02982,1.02988,1.02971,1.02974,2217.0
2025-01-06 06:45:00+00:00,1.02974,1.02984,1.02971,1.02982,857.0
2025-01-06 06:50:00+00:00,1.02982,1.02982,1.02975,1.02978,4259.0
2025-01-06 06:55:00+00:00,1.02978,1.02979,1.02969,1.02976,3335.0
2025-01-06 07:00:00+00:00,1.02976,1.02994,1.02971,1.02987,4069.0
2025-01-06 07:05:00+00:00,1.02987,1.02996,1.02984,1.02995,998.0
2025-01-06 07:10:00+00:00,1.02995,1.03021,1.02986,1.03007,1631.0
2025-01-06 07:15:00+00:00,1.03007,1.0303,1.02999,1.03022,2489.0
2025-01-06 07:20:00+00:00,1.03022,1.03025,1.03006,1.03015,3791.0
2025-01-06 07:25:00+00:00,1.03015,1.03021,1.02986,1.02996,900.0
2025-01-06 07:30:00+00:00,1.02996,1.02997,1.02985,1.02989,4093.0
2025-01-06 07:35:00+00:00,1.02989,1.0302,1.02982,1.03015,2428.0
2025-01-06 07:40:00+00:00,1.03015,1.03018,1.02995,1.03001,1894.0
2025-01-06 07:45:00+00:00,1.03001,1.03018,1.02991,1.03013,1996.0
2025-01-06 07:50:00+00:00,1.03013,1.03028,1.02999,1.03021,831.0
2025-01-06 07:55:00+00:00,1.03021,1.03036,1.03019,1.03025,3979.0
2025-01-06 08:00:00+00:00,1.03025,1.03057,1.03023,1.03051,2772.0
2025-01-06 08:05:00+00:00,1.03051,1.03061,1.03029,1.03042,3087.0
2025-01-06 08:10:00+00:00,1.03042,1.03069,1.03037,1.03063,2325.0
2025-01-06 08:15:00+00:00,1.03063,1.03075,1.03023,1.03037,3741.0
2025-01-06 08:20:00+00:00,1.03037,1.03048,1.03001,1.03017,1086.0
2025-01-06 08:25:00+00:00,1.03017,1.0303,1.03004,1.03024,3596.0
2025-01-06 08:30:00+00:00,1.03024,1.03028,1.03001,1.03014,3553.0
2025-01-06 08:35:00+00:00,1.03014,1.0303,1.03,1.03011,4071.0
2025-01-06 08:40:00+00:00,1.03011,1.03027,1.02976,1.02986,845.0
2025-01-06 08:45:00+00:00,1.02986,1.03002,1.0297,1.02985,4033.0
2025-01-06 08:50:00+00:00,1.02985,1.03017,1.02983,1.03005,3975.0
2025-01-06 08:55:00+00:00,1.03005,1.03017,1.03001,1.03015,3264.0
2025-01-06 09:00:00+00:00,1.03015,1.03019,1.02988,1.02989,2915.0
2025-01-06 09:05:00+00:00,1.02989,1.02992,1.0297,1.02984,854.0
2025-01-06 09:10:00+00:00,1.02984,1.02985,1.02959,1.02972,1144.0
2025-01-06 09:15:00+00:00,1.02972,1.0298,1.02968,1.02977,3635.0
2025-01-06 09:20:00+00:00,1.02977,1.02987,1.02963,1.02985,975.0
2025-01-06 09:25:00+00:00,1.02985,1.03002,1.02978,1.02995,4209.0
2025-01-06 09:30:00+00:00,1.02995,1.03032,1.0299,1.0302,4119.0
2025-01-06 09:35:00+00:00,1.0302,1.03048,1.0301,1.03045,1279.0
2025-01-06 09:40:00+00:00,1.03045,1.0308,1.03037,1.03072,1202.0
2025-01-06 09:45:00+00:00,1.03072,1.03091,1.03072,1.03085,968.0
2025-01-06 09:50:00+00:00,1.03085,1.03092,1.03069,1.03089,1854.0
2025-01-06 09:55:00+00:00,1.03089,1.03103,1.03068,1.0308,2852.0
2025-01-06 10:00:00+00:00,1.0308,1.03123,1.03072,1.0311,1262.0
2025-01-06 10:05:00+00:00,1.0311,1.03133,1.03108,1.03132,3014.0
2025-01-06 10:10:00+00:00,1.03132,1.03142,1.03115,1.03119,1161.0
2025-01-06 10:15:00+00:00,1.03119,1.03147,1.03118,1.03131,2856.0
2025-01-06 10:20:00+00:00,1.03131,1.03154,1.03129,1.03142,3113.0
2025-01-06 10:25:00+00:00,1.03142,1.0315,1.03123,1.03135,1786.0
2025-01-06 10:30:00+00:00,1.03135,1.03148,1.03102,1.03117,4021.0
2025-01-06 10:35:00+00:00,1.03117,1.0313,1.03114,1.03129,2262.0
2025-01-06 10:40:00+00:00,1.03129,1.03141,1.03123,1.03129,2250.0
2025-01-06 10:45:00+00:00,1.03129,1.03139,1.03119,1.03126,3447.0
2025-01-06 10:50:00+00:00,1.03126,1.03151,1.03115,1.0315,1923.0
2025-01-06 10:55:00+00:00,1.0315,1.03164,1.03134,1.03153,3700.0
2025-01-06 11:00:00+00:00,1.03153,1.03161,1.03136,1.03151,1332.0
2025-01-06 11:05:00+00:00,1.03151,1.03176,1.03148,1.03173,2534.0
2025-01-06 11:10:00+00:00,1.03173,1.03181,1.03157,1.03178,2484.0
2025-01-06 11:15:00+00:00,1.03178,1.03199,1.03163,1.03198,1077.0
2025-01-06 11:20:00+00:00,1.03198,1.03209,1.03182,1.03201,3722.0
2025-01-06 11:25:00+00:00,1.03201,1.0323,1.032,1.03226,3741.0
2025-01-06 11:30:00+00:00,1.03226,1.03239,1.03214,1.03216,4194.0
2025-01-06 11:35:00+00:00,1.03216,1.0323,1.03212,1.03213,3955.0
2025-01-06 11:40:00+00:00,1.03213,1.03217,1.03196,1.03203,3861.0
2025-01-06 11:45:00+00:00,1.03203,1.03232,1.03201,1.03229,2367.0
2025-01-06 11:50:00+00:00,1.03229,1.03246,1.03224,1.03242,1724.0
2025-01-06 11:55:00+00:00,1.03242,1.03253,1.0321,1.03215,812.0
2025-01-06 12:00:00+00:00,1.03215,1.03218,1.0321,1.03216,2313.0
2025-01-06 12:05:00+00:00,1.03216,1.03228,1.03192,1.03204,1539.0
2025-01-06 12:10:00+00:00,1.03204,1.03205,1.0318,1.03193,2550.0
2025-01-06 12:15:00+00:00,1.03193,1.03213,1.03186,1.03209,2310.0
2025-01-06 12:20:00+00:00,1.03209,1.03219,1.03207,1.03208,4004.0
2025-01-06 12:25:00+00:00,1.03208,1.03213,1.03178,1.03185,3688.0
2025-01-06 12:30:00+00:00,1.03185,1.03218,1.03184,1.03205,2573.0
2025-01-06 12:35:00+00:00,1.03205,1.03219,1.03191,1.03218,1200.0
2025-01-06 12:40:00+00:00,1.03218,1.03229,1.03204,1.03221,4156.0
2025-01-06 12:45:00+00:00,1.03221,1.03232,1.03212,1.0323,899.0
2025-01-06 12:50:00+00:00,1.0323,1.03231,1.03211,1.03214,1918.0
2025-01-06 12:55:00+00:00,1.03214,1.03221,1.03198,1.03207,1480.0
2025-01-06 13:00:00+00:00,1.03207,1.03219,1.03197,1.03215,2643.0
2025-01-06 13:05:00+00:00,1.03215,1.03225,1.03204,1.03222,1520.0
2025-01-06 13:10:00+00:00,1.03222,1.03223,1.03194,1.03198,3087.0
2025-01-06 13:15:00+00:00,1.03198,1.03198,1.03166,1.03177,3722.0
2025-01-06 13:20:00+00:00,1.03177,1.03183,1.03157,1.03166,2046.0
2025-01-06 13:25:00+00:00,1.03166,1.03188,1.03165,1.03186,3062.0
2025-01-06 13:30:00+00:00,1.03186,1.03197,1.03168,1.03181,2146.0
2025-01-06 13:35:00+00:00,1.03181,1.03208,1.0317,1.03199,3374.0
2025-01-06 13:40:00+00:00,1.03199,1.0321,1.03171,1.03182,3834.0
2025-01-06 13:45:00+00:00,1.03182,1.032,1.03173,1.03195,3327.0
2025-01-06 13:50:00+00:00,1.03195,1.03226,1.03181,1.03214,2503.0
2025-01-06 13:55:00+00:00,1.03214,1.03224,1.03209,1.03214,3835.0
2025-01-06 14:00:00+00:00,1.03214,1.03224,1.03203,1.03221,4100.0
2025-01-06 14:05:00+00:00,1.03221,1.0324,1.03214,1.03236,2673.0
2025-01-06 14:10:00+00:00,1.03236,1.03254,1.03228,1.03247,3784.0
2025-01-06 14:15:00+00:00,1.03247,1.03257,1.03247,1.03247,1565.0
2025-01-06 14:20:00+00:00,1.03247,1.03254,1.0324,1.03251,868.0
2025-01-06 14:25:00+00:00,1.03251,1.03273,1.03244,1.03262,3475.0
2025-01-06 14:30:00+00:00,1.03262,1.03266,1.03242,1.03246,1527.0
2025-01-06 14:35:00+00:00,1.03246,1.0325,1.03233,1.0325,2300.0
2025-01-06 14:40:00+00:00,1.0325,1.03255,1.03213,1.03226,956.0
2025-01-06 14:45:00+00:00,1.03226,1.03235,1.03218,1.03227,1439.0
2025-01-06 14:50:00+00:00,1.03227,1.03241,1.03224,1.03228,2862.0
2025-01-06 14:55:00+00:00,1.03228,1.03229,1.032,1.03214,2505.0
2025-01-06 15:00:00+00:00,1.03214,1.03225,1.03199,1.03202,3468.0
2025-01-06 15:05:00+00:00,1.03202,1.03219,1.03192,1.03212,2937.0
2025-01-06 15:10:00+00:00,1.03212,1.03234,1.03197,1.03227,3759.0
2025-01-06 15:15:00+00:00,1.03227,1.03229,1.03208,1.03215,3925.0
2025-01-06 15:20:00+00:00,1.03215,1.03239,1.03207,1.0323,2664.0
2025-01-06 15:25:00+00:00,1.0323,1.03252,1.03218,1.0325,1235.0
2025-01-06 15:30:00+00:00,1.0325,1.03283,1.03236,1.03272,4286.0
2025-01-06 15:35:00+00:00,1.03272,1.03291,1.03266,1.03289,3464.0
2025-01-06 15:40:00+00:00,1.03289,1.033,1.0327,1.03278,1779.0
2025-01-06 15:45:00+00:00,1.03278,1.03283,1.03264,1.0327,2676.0
2025-01-06 15:50:00+00:00,1.0327,1.03293,1.03261,1.0328,4296.0
2025-01-06 15:55:00+00:00,1.0328,1.03297,1.03274,1.03291,1972.0
2025-01-06 16:00:00+00:00,1.03291,1.03298,1.03284,1.03288,3475.0
2025-01-06 16:05:00+00:00,1.03288,1.033,1.03266,1.03267,4252.0
2025-01-06 16:10:00+00:00,1.03267,1.03268,1.03238,1.03246,1493.0
2025-01-06 16:15:00+00:00,1.03246,1.03247,1.03226,1.03229,3922.0
2025-01-06 16:20:00+00:00,1.03229,1.03256,1.03227,1.03251,3582.0
2025-01-06 16:25:00+00:00,1.03251,1.03258,1.03234,1.03235,2406.0
2025-01-06 16:30:00+00:00,1.03235,1.03245,1.03234,1.03234,2723.0
2025-01-06 16:35:00+00:00,1.03234,1.03242,1.03221,1.0324,1863.0
2025-01-06 16:40:00+00:00,1.0324,1.03265,1.03234,1.0326,2706.0
2025-01-06 16:45:00+00:00,1.0326,1.03264,1.03253,1.0326,4189.0
2025-01-06 16:50:00+00:00,1.0326,1.03272,1.03255,1.03268,2160.0
2025-01-06 16:55:00+00:00,1.03268,1.03281,1.0325,1.03258,3377.0
2025-01-06 17:00:00+00:00,1.03258,1.03262,1.03248,1.03256,2492.0
2025-01-06 17:05:00+00:00,1.03256,1.03277,1.03247,1.03273,1342.0
2025-01-06 17:10:00+00:00,1.03273,1.03294,1.03271,1.03289,1994.0
2025-01-06 17:15:00+00:00,1.03289,1.03308,1.03285,1.03298,3757.0
2025-01-06 17:20:00+00:00,1.03298,1.03313,1.03296,1.03306,3921.0
2025-01-06 17:25:00+00:00,1.03306,1.03313,1.03306,1.03311,842.0
2025-01-06 17:30:00+00:00,1.03311,1.03315,1.03305,1.03313,2748.0
2025-01-06 17:35:00+00:00,1.03313,1.03319,1.03305,1.03313,2367.0
2025-01-06 17:40:00+00:00,1.03313,1.03324,1.03309,1.03318,2847.0
2025-01-06 17:45:00+00:00,1.03318,1.03328,1.03314,1.03322,1900.0
2025-01-06 17:50:00+00:00,1.03322,1.03332,1.03311,1.03317,1302.0
2025-01-06 17:55:00+00:00,1.03317,1.03323,1.03295,1.03304,1866.0
2025-01-06 18:00:00+00:00,1.03304,1.03325,1.03295,1.03318,1869.0
2025-01-06 18:05:00+00:00,1.03318,1.03321,1.03297,1.03307,3748.0
2025-01-06 18:10:00+00:00,1.03307,1.03317,1.03292,1.03298,2483.0
2025-01-06 18:15:00+00:00,1.03298,1.03317,1.0329,1.03313,2582.0
2025-01-06 18:20:00+00:00,1.03313,1.0333,1.0331,1.03327,3701.0
2025-01-06 18:25:00+00:00,1.03327,1.03337,1.03306,1.0331,3688.0
2025-01-06 18:30:00+00:00,1.0331,1.03318,1.03301,1.03314,930.0
2025-01-06 18:35:00+00:00,1.03314,1.0332,1.0331,1.03312,1175.0
2025-01-06 18:40:00+00:00,1.03312,1.03322,1.03309,1.0332,2231.0
2025-01-06 18:45:00+00:00,1.0332,1.03326,1.03317,1.03324,1017.0
2025-01-06 18:50:00+00:00,1.03324,1.0334,1.03314,1.03339,3781.0
2025-01-06 18:55:00+00:00,1.03339,1.03344,1.03326,1.03334,3585.0
2025-01-06 19:00:00+00:00,1.03334,1.03338,1.03317,1.03327,1415.0
2025-01-06 19:05:00+00:00,1.03327,1.03327,1.03312,1.03316,3231.0
2025-01-06 19:10:00+00:00,1.03316,1.03332,1.03316,1.03332,2685.0
2025-01-06 19:15:00+00:00,1.03332,1.03338,1.03315,1.03323,1155.0
2025-01-06 19:20:00+00:00,1.03323,1.03332,1.03307,1.03315,2808.0
2025-01-06 19:25:00+00:00,1.03315,1.03337,1.03309,1.0333,1761.0
2025-01-06 19:30:00+00:00,1.0333,1.03337,1.03321,1.03337,4132.0
2025-01-06 19:35:00+00:00,1.03337,1.03344,1.03317,1.03327,3432.0
2025-01-06 19:40:00+00:00,1.03327,1.03337,1.03316,1.03317,3670.0
2025-01-06 19:45:00+00:00,1.03317,1.03327,1.03303,1.03312,1448.0
2025-01-06 19:50:00+00:00,1.03312,1.03317,1.03307,1.03308,1913.0
2025-01-06 19:55:00+00:00,1.03308,1.0331,1.03289,1.03293,3250.0
2025-01-06 20:00:00+00:00,1.03293,1.033,1.03268,1.03276,2830.0
2025-01-06 20:05:00+00:00,1.03276,1.03286,1.03256,1.0326,880.0
2025-01-06 20:10:00+00:00,1.0326,1.0326,1.03246,1.03249,1758.0
2025-01-06 20:15:00+00:00,1.03249,1.03254,1.03229,1.03236,4276.0
2025-01-06 20:20:00+00:00,1.03236,1.03238,1.03218,1.03219,1315.0
2025-01-06 20:25:00+00:00,1.03219,1.0322,1.03202,1.03202,4263.0
2025-01-06 20:30:00+00:00,1.03202,1.03209,1.03195,1.03199,1192.0
2025-01-06 20:35:00+00:00,1.03199,1.03202,1.03193,1.03194,1835.0
2025-01-06 20:40:00+00:00,1.03194,1.032,1.03185,1.03195,3043.0
2025-01-06 20:45:00+00:00,1.03195,1.03199,1.03173,1.03182,1023.0
2025-01-06 20:50:00+00:00,1.03182,1.03186,1.03172,1.03181,2004.0
2025-01-06 20:55:00+00:00,1.03181,1.03188,1.03171,1.03174,4263.0
2025-01-06 21:00:00+00:00,1.03174,1.03183,1.03166,1.03172,2411.0
2025-01-06 21:05:00+00:00,1.03172,1.03174,1.03159,1.03165,2161.0
2025-01-06 21:10:00+00:00,1.03165,1.03167,1.0316,1.0316,1451.0
2025-01-06 21:15:00+00:00,1.0316,1.0318,1.03152,1.03175,1162.0
2025-01-06 21:20:00+00:00,1.03175,1.03186,1.03166,1.03169,4217.0
2025-01-06 21:25:00+00:00,1.03169,1.0319,1.03169,1.03183,2620.0
2025-01-06 21:30:00+00:00,1.03183,1.03187,1.03168,1.03178,2617.0
2025-01-06 21:35:00+00:00,1.03178,1.03195,1.03176,1.03193,1510.0
2025-01-06 21:40:00+00:00,1.03193,1.03207,1.03185,1.03202,886.0
2025-01-06 21:45:00+00:00,1.03202,1.0321,1.03182,1.03191,2170.0
2025-01-06 21:50:00+00:00,1.03191,1.03197,1.03173,1.03174,1043.0
2025-01-06 21:55:00+00:00,1.03174,1.03181,1.03158,1.0316,4048.0
2025-01-06 22:00:00+00:00,1.0316,1.03168,1.03157,1.03167,4281.0
2025-01-06 22:05:00+00:00,1.03167,1.03175,1.0316,1.03172,4050.0
2025-01-06 22:10:00+00:00,1.03172,1.03177,1.0317,1.03172,2592.0
2025-01-06 22:15:00+00:00,1.03172,1.03176,1.03169,1.03175,1810.0
2025-01-06 22:20:00+00:00,1.03175,1.0318,1.03167,1.03168,4265.0
2025-01-06 22:25:00+00:00,1.03168,1.0318,1.03164,1.03179,1656.0
2025-01-06 22:30:00+00:00,1.03179,1.0318,1.0317,1.03174,3121.0
2025-01-06 22:35:00+00:00,1.03174,1.03178,1.0317,1.03177,2049.0
2025-01-06 22:40:00+00:00,1.03177,1.03177,1.0316,1.03165,3347.0
2025-01-06 22:45:00+00:00,1.03165,1.03173,1.03164,1.03171,3118.0
2025-01-06 22:50:00+00:00,1.03171,1.03178,1.03168,1.03171,3764.0
2025-01-06 22:55:00+00:00,1.03171,1.03175,1.03169,1.03169,3480.0
2025-01-06 23:00:00+00:00,1.03169,1.03176,1.03156,1.03159,2125.0
2025-01-06 23:05:00+00:00,1.03159,1.03163,1.03151,1.03153,1159.0
2025-01-06 23:10:00+00:00,1.03153,1.03155,1.03139,1.03144,2838.0
2025-01-06 23:15:00+00:00,1.03144,1.0315,1.0313,1.03133,3166.0
2025-01-06 23:20:00+00:00,1.03133,1.03137,1.03129,1.03136,2980.0
2025-01-06 23:25:00+00:00,1.03136,1.03139,1.03129,1.03132,1524.0
2025-01-06 23:30:00+00:00,1.03132,1.03135,1.03125,1.0313,1764.0
2025-01-06 23:35:00+00:00,1.0313,1.03143,1.03125,1.0314,3025.0
2025-01-06 23:40:00+00:00,1.0314,1.03153,1.03135,1.03148,4033.0
2025-01-06 23:45:00+00:00,1.03148,1.03162,1.03141,1.03158,2717.0
2025-01-06 23:50:00+00:00,1.03158,1.03175,1.03155,1.03168,3572.0
2025-01-06 23:55:00+00:00,1.03168,1.0317,1.03155,1.03161,3904.0
2025-01-07 00:00:00+00:00,1.03161,1.03163,1.0315,1.0315,3231.0
2025-01-07 00:05:00+00:00,1.0315,1.03159,1.03146,1.03155,1619.0
2025-01-07 00:10:00+00:00,1.03155,1.03155,1.03142,1.03144,3158.0
2025-01-07 00:15:00+00:00,1.03144,1.03149,1.03133,1.03137,4054.0
2025-01-07 00:20:00+00:00,1.03137,1.03139,1.03125,1.03128,3780.0
2025-01-07 00:25:00+00:00,1.03128,1.03133,1.0312,1.03122,1910.0
2025-01-07 00:30:00+00:00,1.03122,1.03127,1.03119,1.03126,1453.0
2025-01-07 00:35:00+00:00,1.03126,1.03138,1.03121,1.03138,2373.0
2025-01-07 00:40:00+00:00,1.03138,1.03144,1.03134,1.03138,1965.0
2025-01-07 00:45:00+00:00,1.03138,1.03153,1.03134,1.03145,1516.0
2025-01-07 00:50:00+00:00,1.03145,1.03152,1.03139,1.03147,4003.0
2025-01-07 00:55:00+00:00,1.03147,1.03154,1.03143,1.03149,4208.0
2025-01-07 01:00:00+00:00,1.03149,1.03159,1.03148,1.03154,3512.0
2025-01-07 01:05:00+00:00,1.03154,1.03158,1.03146,1.03151,3291.0
2025-01-07 01:10:00+00:00,1.03151,1.03153,1.03138,1.0314,2565.0
2025-01-07 01:15:00+00:00,1.0314,1.03156,1.03138,1.03149,2167.0
2025-01-07 01:20:00+00:00,1.03149,1.03167,1.03143,1.0316,3028.0
2025-01-07 01:25:00+00:00,1.0316,1.03162,1.03151,1.03155,2398.0
2025-01-07 01:30:00+00:00,1.03155,1.03157,1.03151,1.03154,1666.0
2025-01-07 01:35:00+00:00,1.03154,1.03163,1.03149,1.03163,1608.0
2025-01-07 01:40:00+00:00,1.03163,1.03176,1.0316,1.03174,2806.0
2025-01-07 01:45:00+00:00,1.03174,1.03189,1.03171,1.03183,2437.0
2025-01-07 01:50:00+00:00,1.03183,1.03189,1.03176,1.03185,820.0
2025-01-07 01:55:00+00:00,1.03185,1.03194,1.03183,1.03193,2812.0
2025-01-07 02:00:00+00:00,1.03193,1.03206,1.03191,1.03205,1992.0
2025-01-07 02:05:00+00:00,1.03205,1.03207,1.03193,1.03199,2847.0
2025-01-07 02:10:00+00:00,1.03199,1.03203,1.03193,1.03197,4054.0
2025-01-07 02:15:00+00:00,1.03197,1.03199,1.03185,1.03189,1038.0
2025-01-07 02:20:00+00:00,1.03189,1.03195,1.03174,1.0318,3270.0
2025-01-07 02:25:00+00:00,1.0318,1.03186,1.03176,1.03186,835.0
2025-01-07 02:30:00+00:00,1.03186,1.03189,1.0317,1.03176,4215.0
2025-01-07 02:35:00+00:00,1.03176,1.03183,1.03175,1.03182,948.0
2025-01-07 02:40:00+00:00,1.03182,1.03183,1.03168,1.03171,2705.0
2025-01-07 02:45:00+00:00,1.03171,1.03173,1.03158,1.03159,2202.0
2025-01-07 02:50:00+00:00,1.03159,1.03162,1.03154,1.03154,1086.0
2025-01-07 02:55:00+00:00,1.03154,1.03163,1.03149,1.03159,4042.0
2025-01-07 03:00:00+00:00,1.03159,1.03163,1.03156,1.03159,2121.0
2025-01-07 03:05:00+00:00,1.03159,1.03169,1.03157,1.03164,1701.0
2025-01-07 03:10:00+00:00,1.03164,1.03169,1.0316,1.03167,2321.0
2025-01-07 03:15:00+00:00,1.03167,1.03179,1.03164,1.03177,4171.0
2025-01-07 03:20:00+00:00,1.03177,1.0318,1.03166,1.03172,4116.0
2025-01-07 03:25:00+00:00,1.03172,1.03175,1.03163,1.03169,4184.0
2025-01-07 03:30:00+00:00,1.03169,1.0317,1.03158,1.03161,3167.0
2025-01-07 03:35:00+00:00,1.03161,1.03174,1.0316,1.03168,875.0
2025-01-07 03:40:00+00:00,1.03168,1.03172,1.03164,1.03169,3573.0
